"[231, '2015-01-16/2015-09-04']","['h', 82, '2015-01-16/2015-04-08']","['sot', 27, '2015-04-08/2015-05-05']","['h', 53, '2015-05-24/2015-06-27']","['sot', 69, '2015-06-27/2015-09-04']"
"[20, '2016-03-12/2016-04-01']","['h', 19, '2016-03-12/2016-03-31']"
"[1160, '2016-04-16/2019-06-20']","['sot', 20, '2016-04-16/2016-05-06']","['d', 551, '2016-05-21/2017-11-08']","['sot', 303, '2017-11-08/2018-09-07']","['h', 286, '2018-09-22/2019-06-20']"
