durations;datelimits
111;2019-03-01/2019-06-20
12;2019-01-18/2019-01-30
12;2018-12-21/2019-01-02
30;2018-07-23/2018-08-22
15;2018-06-28/2018-07-13
13;2018-05-02/2018-05-15
11;2018-02-16/2018-02-27
12;2018-01-27/2018-02-08
14;2017-12-21/2018-01-04
84;2017-09-09/2017-12-02
11;2017-06-03/2017-06-14
21;2016-12-15/2017-01-05
9;2016-08-14/2016-08-23
9;2016-08-05/2016-08-14
12;2016-02-12/2016-02-24
33;2016-04-01/2016-05-04
19;2016-01-08/2016-01-27
23;2015-12-14/2016-01-06
9;2015-11-27/2015-12-06
6;2015-11-18/2015-11-24
11;2015-10-27/2015-11-07
6;2015-10-10/2015-10-16
5;2015-08-20/2015-08-25
5;2015-08-07/2015-08-12
10;2015-06-20/2015-06-30
10;2015-06-05/2015-06-15
