dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
aroben;12.6218820861678;2.276077097505669;2.069160997732426;0.0;0.0;0.20691609977324263;0.20691609977324263;0.0;0.0;0.0
arfon;54.29492691315563;3.7661220980223558;3.7661220980223558;0.9415305245055889;0.6276870163370593;1.5692175408426483;1.5692175408426483;0.0;0.0;0.0
tnm;32.2591857000993;2.8997020854021844;2.1747765640516383;2.8997020854021844;1.8123138033763653;2.1747765640516383;2.1747765640516383;0.7249255213505461;0.36246276067527305;0.0
pchaigno;29.451317912856375;2.35610543302851;2.35610543302851;0.0;0.0;0.0;0.0;0.0;0.0;0.0
josh;26.93142361111111;2.217881944444444;2.217881944444444;1.0561342592592593;0.7392939814814815;0.10561342592592593;0.21122685185185186;0.21122685185185186;0.10561342592592593;0.0
lildude;24.209183673469386;1.655328798185941;1.655328798185941;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bkeepers;17.831236121391562;1.8911917098445596;1.8911917098445596;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Alhadis;18.657307415406766;1.0511159107271417;1.0511159107271417;0.0;0.0;0.0;0.0;0.0;0.0;0.0
larsbrinkhoff;13.371005455962587;2.275915822291504;1.9914263445050662;0.0;0.0;0.284489477786438;0.0;0.0;0.0;0.0
vmg;11.30942275042445;1.0844651952461801;1.0844651952461801;0.0;0.0;0.0;0.0;0.0;0.0;0.0
