durations;datelimits
8;2019-06-03/2019-06-11
8;2018-12-13/2018-12-21
12;2018-08-24/2018-09-05
8;2018-05-02/2018-05-10
12;2018-01-24/2018-02-05
9;2018-01-09/2018-01-18
10;2017-10-26/2017-11-05
4;2017-10-19/2017-10-23
7;2017-10-05/2017-10-12
5;2017-09-21/2017-09-26
11;2017-08-19/2017-08-30
5;2017-08-04/2017-08-09
5;2017-07-01/2017-07-06
7;2017-05-17/2017-05-24
7;2017-02-08/2017-02-15
9;2017-05-29/2017-06-07
16;2017-01-23/2017-02-08
26;2016-12-14/2017-01-09
9;2016-10-23/2016-11-01
7;2016-08-19/2016-08-26
11;2016-08-05/2016-08-16
19;2016-07-15/2016-08-03
7;2016-03-24/2016-03-31
4;2016-01-15/2016-01-19
6;2015-12-24/2015-12-30
5;2015-08-13/2015-08-18
9;2015-10-20/2015-10-29
15;2014-12-31/2015-01-15
14;2014-12-16/2014-12-30
13;2014-10-17/2014-10-30
47;2014-05-04/2014-06-20
24;2014-02-11/2014-03-07
