durations,datelimits
49.0,2016-05-12/2016-06-30
25.0,2016-06-30/2016-07-25
17.0,2016-10-16/2016-11-02
21.0,2016-12-23/2017-01-13
7.0,2017-04-29/2017-05-06
7.0,2017-05-16/2017-05-23
8.0,2017-11-09/2017-11-17
8.0,2017-11-25/2017-12-03
25.0,2018-06-21/2018-07-16
8.0,2018-07-30/2018-08-07
14.0,2018-09-29/2018-10-13
27.0,2018-11-26/2018-12-23
