"[22, '2018-09-28/2018-10-20']","['sot', 22, '2018-09-28/2018-10-20']"
"[18, '2019-01-15/2019-02-02']","['sot', 18, '2019-01-15/2019-02-02']"
"[14, '2018-11-17/2018-12-01']","['sot', 14, '2018-11-17/2018-12-01']"
"[41, '2019-04-01/2019-05-12']","['sot', 41, '2019-04-01/2019-05-12']"
"[36, '2019-05-13/2019-06-18']","['sot', 36, '2019-05-13/2019-06-18']"
