kevinsawicki,35,11,50,6,6,6,35,41,43,38,91,7,116,53,103,19,126,790,0.026582278481012658
mcolyer,35,36,0.05555555555555555
swanson,8,16,25,0.12
PeterDaveHello,1,1.0
nathansobo,5,6,38,50,0.08
mnquintana,65,66,0.030303030303030304
JamesGuthrie,3,4,0.5
ForNeVeR,31,32,0.0625
glv,1,1.0
joshaber,1,1.0
damieng,13,145,160,0.025
lee-dohm,4,5,0.4
idesi,2,4,0.75
50Wliu,301,302,0.006622516556291391
maxbrunsfeld,124,125,0.016
samestep,1,1.0
