durations,datelimits
11.0,2014-03-13/2014-03-24
13.0,2013-12-17/2013-12-30
12.0,2013-11-01/2013-11-13
27.0,2013-07-09/2013-08-05
11.0,2013-06-27/2013-07-08
15.0,2013-05-28/2013-06-12
9.0,2013-05-13/2013-05-22
12.0,2013-04-04/2013-04-16
15.0,2012-12-03/2012-12-18
13.0,2012-11-16/2012-11-29
41.0,2015-04-14/2015-05-18
28.0,2015-03-06/2015-03-27
156.0,2014-09-01/2015-01-28
