durations,datelimits
115.0,2014-12-07/2015-04-01
59.0,2014-08-29/2014-10-27
34.0,2014-11-03/2014-12-07
11.0,2015-08-07/2015-08-18
11.0,2015-09-13/2015-09-24
12.0,2016-05-08/2016-05-20
13.0,2016-05-20/2016-06-02
21.0,2016-06-06/2016-06-27
11.0,2016-08-26/2016-09-06
9.0,2016-07-30/2016-08-08
7.0,2016-10-30/2016-11-06
10.0,2017-01-05/2017-01-15
27.0,2017-05-07/2017-06-03
22.0,2017-06-03/2017-06-25
24.0,2017-09-08/2017-10-02
23.0,2017-10-12/2017-11-04
19.0,2017-11-10/2017-11-29
10.0,2017-10-02/2017-10-12
8.0,2018-04-04/2018-04-12
10.0,2018-04-16/2018-04-26
15.0,2018-04-26/2018-05-11
129.0,2018-07-09/2018-11-15
40.0,2018-11-18/2018-12-28
113.0,2019-02-26/2019-06-19
