nehashivhare,130,26,157,0.01910828025477707
caglarmehmetmetin,25,65,91,0.03296703296703297
mdandyf,6,6,2,8,10,7,15,7,4,4,16,34,5,4,7,3,152,0.19736842105263158
koppor,196,197,0.01015228426395939
