durations,datelimits
74.0,2010-10-26/2011-01-08
46.0,2010-09-10/2010-10-26
18.0,2010-07-22/2010-08-09
12.0,2010-07-10/2010-07-22
23.0,2010-04-30/2010-05-23
7.0,2010-02-18/2010-02-25
7.0,2010-02-11/2010-02-18
18.0,2010-01-08/2010-01-26
14.0,2009-12-07/2009-12-21
11.0,2009-08-28/2009-09-08
19.0,2009-09-25/2009-10-14
50.0,2009-06-09/2009-07-29
11.0,2009-05-11/2009-05-22
14.0,2009-02-07/2009-02-21
26.0,2009-03-19/2009-04-14
14.0,2008-10-24/2008-11-07
18.0,2008-10-06/2008-10-24
26.0,2008-09-10/2008-10-06
50.0,2011-08-12/2011-09-07
69.0,2015-04-07/2015-06-15
54.0,2016-08-16/2016-09-21
