"[185, '2017-01-23/2017-07-27']","['sot', 185, '2017-01-23/2017-07-27']"
"[466, '2017-07-27/2018-11-05']","['sot', 466, '2017-07-27/2018-11-05']"
"[227, '2018-11-05/2019-06-20']","['h', 207, '2018-11-05/2019-05-31']"
