rash67,1601,119,211,202,2134,0.0023430178069353325
cibuild-fb,7,9,0.3333333333333333
jasonj-fb,1,1.0
hgschmie,1,1.0
andrewcox,1,1.0
aru777,10,11,0.18181818181818182
nitay,2,1.0
l3fang,250,32,532,815,0.0049079754601227
SRASH,270,113,310,71,27,792,0.007575757575757576
mdordal,1,1.0
curcur,1,1.0
kevinwilfong,1,1.0
bugok,1,1.0
cairnsjr,7,8,0.25
ekuvardin,1,1.0
