durations;datelimits
59;2019-04-22/2019-06-20
58;2019-02-23/2019-04-22
31;2018-11-14/2018-12-15
35;2018-08-16/2018-09-20
45;2018-06-15/2018-07-30
70;2018-03-28/2018-06-06
