durations;datelimits
815;2017-03-27/2019-06-20
312;2016-05-19/2017-03-27
53;2015-12-07/2016-01-29
14;2015-11-19/2015-12-03
15;2015-11-04/2015-11-19
9;2015-09-08/2015-09-17
26;2015-06-25/2015-07-21
