durations;datelimits
791;2017-04-20/2019-06-20
56;2017-01-10/2017-03-07
26;2016-12-15/2017-01-10
125;2016-03-17/2016-07-20
108;2015-11-13/2016-02-29
105;2015-07-31/2015-11-13
72;2015-05-19/2015-07-30
