nathansobo,224,92,7,74,7,38,699,109,15,1267,0.008681925808997633
kevinsawicki,6,7,3,3,76,8,53,111,7,231,89,596,0.02181208053691275
PeterDaveHello,1,1.0
mnquintana,49,19,46,172,287,0.017421602787456445
balexand,37,38,0.05263157894736842
akonwi,1,1.0
as-cii,370,140,512,0.0078125
maxbrunsfeld,60,6,580,5,652,0.007668711656441718
damieng,13,14,0.14285714285714285
lee-dohm,4,5,0.4
smashwilson,3,6,0.6666666666666666
benatkin,1,1.0
50Wliu,1,1.0
jasonrudolph,7,8,0.25
