id,date,creator_login
241730280,2017-07-10 14:22:29,mcollina
246596725,2017-07-30 17:18:37,mcollina
246596771,2017-07-30 17:19:30,mcollina
247022956,2017-08-01 10:21:53,mcollina
247102856,2017-08-01 15:11:06,mcollina
247106500,2017-08-01 15:21:34,mcollina
247107465,2017-08-01 15:24:22,mcollina
247115999,2017-08-01 15:50:08,mcollina
247135347,2017-08-01 16:57:20,mcollina
247143583,2017-08-01 17:28:58,mcollina
247298350,2017-08-02 07:32:33,mcollina
247298666,2017-08-02 07:33:56,mcollina
247299179,2017-08-02 07:36:23,mcollina
247979991,2017-08-04 11:31:02,mcollina
247982296,2017-08-04 11:42:59,mcollina
251170676,2017-08-18 08:08:42,mcollina
251716257,2017-08-21 16:52:49,mcollina
251998979,2017-08-22 15:32:46,mcollina
