dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
28974;taylorotwell;54.58256880733945;4.6880733944954125;4.6880733944954125;0.8371559633027523;0.8371559633027523;0.0;0.0;0.0;0.0;0.0
35064804;laurencei;13.494718309859154;1.9278169014084507;1.9278169014084507;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1400269;GrahamCampbell;48.47969264544457;3.2052689352360044;3.0049396267837545;0.0;0.0;0.20032930845225028;0.20032930845225028;0.0;0.0;0.0
8311500;TBlindaruk;54.307958477508656;1.2629757785467128;0.0;1.2629757785467128;1.2629757785467128;1.2629757785467128;0.0;0.0;0.0;0.0
4610705;mnabialek;9.801288936627282;1.9602577873254565;1.9602577873254565;0.3920515574650913;0.3920515574650913;0.0;0.0;0.0;0.0;0.0
6565194;tillkruss;65.33412887828162;2.1778042959427206;1.7422434367541766;0.0;0.0;0.43556085918854415;0.0;0.0;0.0;0.0
4292381;halaei;7.637314734088928;0.6364428945074107;0.6364428945074107;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3887444;themsaid;47.18903036238981;5.362389813907933;5.362389813907933;0.0;0.0;0.0;0.0;0.0;0.0;0.0
350920;kennedytedesco;8.27724945135333;0.2670080468178493;0.2670080468178493;0.2670080468178493;0.0;0.0;0.0;0.0;0.0;0.0
1083257;JosephSilber;14.43732590529248;2.033426183844011;2.033426183844011;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3007297;lucasmichot;27.445233866193014;2.5932504440497337;2.5932504440497337;0.6483126110124334;0.4322084073416223;0.0;0.0;0.0;0.0;0.0
1251217;sileence;10.55333998005982;0.7278165503489531;0.7278165503489531;0.36390827517447655;0.0;0.0;0.0;0.0;0.0;0.0
1356449;Staudenmeir;18.789704271631983;0.7995618838992333;0.7995618838992333;0.7995618838992333;0.0;0.0;0.0;0.7995618838992333;0.39978094194961666;0.39978094194961666
9403;vlakoff;9.475786320519221;0.9111333000499251;0.7289066400399401;0.0;0.0;0.18222666000998503;0.18222666000998503;0.0;0.0;0.0
