28811,2,46,4,35,124,324,54,119,709,0.012693935119887164,324,2,88.5,98.8256039698215
28974,2,6,2,6,2,3,5,2,2,2,2,3,2,2,2,2,3,3,4,5,2,4,4,3,8,9,3,2,3,3,3,2,2,2,2,3,3,3,2,4,3,3,2,2,2,2,3,6,2,4,5,5,2,2,2,3,2,2,2,2,3,2,4,2,2,4,3,2,5,3,4,3,4,2,2,3,2,4,2,2,2,2,6,2,2,2,3,2,3,4,2,2,3,2,4,2,3,2,2,2,5,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,4,2,2,2,2,3,2,3,2,3,4,2,3,2,2,3,2,2,2,3,5,4,4,2,3,2,2,2,3,2,2,4,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,4,3,2,2,4,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3,3,2,3,3,2,3,3,2,4,2,2,4,4,2,5,3,2,2,3,2,2,6,2,2,2,2,3,2,4,2,3,3,2,2,2,2,2,2,3,7,7,7,3,2,4,2,3,4,3,3,3,3,3,5,6,2,2,6,4,2,3,4,2,2,3,2,2,3,2,4,2,2,3,2,2,3,2,2,2,5,2,2,3,3,3,2,2,3,3,2,6,5,3,2,3,3,2180,0.7376146788990826,9,2,2.754601226993865,1.1489767362164442
806832,1,1.0,0,0,0,0
144698,60,353,414,0.007246376811594203,353,60,206.5,146.5
440535,2,1.0,0,0,0,0
948207,7,1783,49,1840,0.002173913043478261,1783,7,613.0,827.492598154207
51787,1,1.0,0,0,0,0
1256875,1,1.0,0,0,0,0
6522,134,120,282,61,3,673,153,56,606,34,2,5,2,5,4,7,10,2161,0.00971772327626099,673,2,126.88235294117646,201.46723054308103
51971,463,220,789,1473,0.0027155465037338763,789,220,490.6666666666667,233.11561270942127
715728,1,1.0,0,0,0,0
147836,717,71,14,803,0.0049813200498132005,717,14,267.3333333333333,318.81272803254825
1285226,13,14,0.14285714285714285,13,13,13.0,0.0
1039861,12,13,0.15384615384615385,12,12,12.0,0.0
23169,45,13,6,395,230,627,4,1321,0.006056018168054504,627,4,188.57142857142858,225.32063322097702
11482,1,1.0,0,0,0,0
1285156,1,1.0,0,0,0,0
462522,1,1.0,0,0,0,0
185441,1,1.0,0,0,0,0
213045,1,1.0,0,0,0,0
15078,274,341,616,0.00487012987012987,341,274,307.5,33.5
10556,2,1.0,0,0,0,0
384014,13,14,0.14285714285714285,13,13,13.0,0.0
9452,36,46,497,38,494,75,50,8,310,1555,0.006430868167202572,497,8,172.66666666666666,192.02603990084265
1174250,1,1.0,0,0,0,0
108541,1,1.0,0,0,0,0
147092,1,1.0,0,0,0,0
408274,1,1.0,0,0,0,0
426650,1,1.0,0,0,0,0
209086,1,1.0,0,0,0,0
711969,1,1.0,0,0,0,0
430942,15,16,0.125,15,15,15.0,0.0
207926,1,1.0,0,0,0,0
140888,1,1.0,0,0,0,0
1729402,2,1.0,0,0,0,0
552004,1,1.0,0,0,0,0
1150939,1,1.0,0,0,0,0
758799,1,1.0,0,0,0,0
1256377,1,1.0,0,0,0,0
1236618,1,1.0,0,0,0,0
526270,1,1.0,0,0,0,0
997274,1,1.0,0,0,0,0
220526,1,1.0,0,0,0,0
