"[18, '2018-08-30/2018-09-17']","['sot', 18, '2018-08-30/2018-09-17']"
"[29, '2018-10-08/2018-11-06']","['sot', 29, '2018-10-08/2018-11-06']"
"[116, '2018-11-06/2019-03-02']","['sot', 116, '2018-11-06/2019-03-02']"
"[46, '2019-03-06/2019-04-21']","['sot', 46, '2019-03-06/2019-04-21']"
"[58, '2019-04-21/2019-06-18']","['sot', 58, '2019-04-21/2019-06-18']"
