durations,datelimits
29.0,2016-08-15/2016-09-13
12.0,2016-12-22/2017-01-03
9.0,2016-11-20/2016-11-29
12.0,2017-03-31/2017-04-12
12.0,2017-05-19/2017-05-31
8.0,2017-09-17/2017-09-25
12.0,2017-11-17/2017-11-29
10.0,2017-12-04/2017-12-14
16.0,2017-12-20/2018-01-05
8.0,2018-07-19/2018-07-27
8.0,2018-10-02/2018-10-10
11.0,2018-12-22/2019-01-02
14.0,2019-03-07/2019-03-21
22.0,2019-05-22/2019-06-13
