durations;datelimits
268;2018-09-25/2019-06-20
977;2016-01-22/2018-09-25
119;2015-03-26/2015-07-23
52;2014-10-25/2014-12-16
39;2014-09-16/2014-10-25
27;2014-07-20/2014-08-16
84;2014-01-01/2014-03-26
