dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
1556;vmg;8.815094339622641;0.8264150943396227;0.8264150943396227;0.27547169811320754;0.27547169811320754;0.0;0.0;0.0;0.0;0.0
369518;larsbrinkhoff;8.243769470404985;1.4213395638629283;1.4213395638629283;0.0;0.0;0.0;0.0;0.0;0.0;0.0
314689;lildude;37.702095808383234;2.18562874251497;2.18562874251497;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1005462;Alhadis;22.09369817578773;1.8159203980099503;1.8159203980099503;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13691;gjtorikian;5.108467459762071;0.2554233729881036;0.2554233729881036;1.0216934919524143;0.7662701189643107;0.0;0.2554233729881036;0.0;0.0;0.0
1565;josh;5.753064798598949;1.0653823701109164;0.8523058960887332;0.2130764740221833;0.0;0.2130764740221833;0.0;0.2130764740221833;0.2130764740221833;0.0
50603;aroben;23.457583547557842;1.8766066838046274;0.9383033419023137;2.814910025706941;0.9383033419023137;1.8766066838046274;1.8766066838046274;1.8766066838046274;0.0;0.0
6255;tnm;30.47713717693837;1.088469184890656;1.088469184890656;2.539761431411531;1.4512922465208749;1.4512922465208749;1.4512922465208749;0.3628230616302187;0.0;0.0
28464;bkeepers;11.32107983917289;1.8868466398621484;1.8868466398621484;0.6289488799540495;0.4192992533026996;0.0;0.2096496266513498;0.0;0.0;0.0
2008567;pchaigno;15.950624290578888;0.41430192962542567;0.41430192962542567;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1824573;kivikakk;14.579172610556348;0.5206847360912982;0.5206847360912982;2.0827389443651927;2.0827389443651927;0.0;0.0;0.0;0.0;0.0
31522;arfon;54.37555753791258;3.5816235504014275;3.5816235504014275;0.9768064228367529;0.6512042818911686;0.9768064228367529;1.3024085637823373;0.0;0.0;0.0
