durations,datelimits
29.0,2013-04-13/2013-05-12
20.0,2013-08-13/2013-09-02
15.0,2013-07-26/2013-08-10
13.0,2013-11-14/2013-11-27
20.0,2013-12-09/2013-12-29
12.0,2014-02-13/2014-02-25
15.0,2014-04-14/2014-04-29
23.0,2014-06-25/2014-07-18
18.0,2014-08-20/2014-09-07
19.0,2014-09-12/2014-10-01
13.0,2014-10-01/2014-10-14
28.0,2015-02-05/2015-03-05
38.0,2015-04-24/2015-06-01
57.0,2015-06-02/2015-07-29
925.0,2015-12-11/2018-06-23
