durations;datelimits
35.0;2018-01-23/2018-02-27
67.0;2017-11-12/2018-01-18
36.0;2017-08-28/2017-10-03
43.0;2017-03-16/2017-04-28
14.0;2017-02-14/2017-02-28
11.0;2017-01-26/2017-02-06
21.0;2016-12-21/2017-01-11
10.0;2016-09-03/2016-09-13
13.0;2016-09-21/2016-10-04
21.0;2016-08-12/2016-09-02
12.0;2016-07-21/2016-08-02
16.0;2016-05-11/2016-05-27
34.0;2016-02-19/2016-03-24
91.0;2015-11-20/2016-02-19
29.0;2015-08-12/2015-09-10
22.0;2015-07-01/2015-07-23
20.0;2015-05-15/2015-06-04
58.0;2015-03-17/2015-05-14
18.0;2014-11-25/2014-12-13
35.0;2014-08-29/2014-10-03
85.0;2014-04-01/2014-06-25
86.0;2013-10-09/2014-01-03
