durations,datelimits
7.0,2015-01-02/2015-01-09
13.0,2015-03-13/2015-03-26
14.0,2015-04-16/2015-04-30
18.0,2015-06-19/2015-07-07
12.0,2015-07-31/2015-08-12
18.0,2015-12-17/2016-01-04
12.0,2016-01-13/2016-01-25
131.0,2016-02-29/2016-07-09
10.0,2016-07-15/2016-07-25
10.0,2016-08-30/2016-09-09
13.0,2016-10-14/2016-10-27
27.0,2017-01-13/2017-02-09
14.0,2017-10-09/2017-10-23
10.0,2018-01-29/2018-02-08
9.0,2018-03-19/2018-03-28
15.0,2018-10-02/2018-10-17
12.0,2018-12-07/2018-12-19
15.0,2019-03-12/2019-03-27
29.0,2018-12-19/2019-01-17
29.0,2019-05-15/2019-06-13
