durations,datelimits
74.0,2016-12-15/2017-02-27
73.0,2017-05-26/2017-08-07
45.0,2017-04-11/2017-05-26
19.0,2017-03-23/2017-04-11
73.0,2017-11-06/2018-01-18
13.0,2017-08-11/2017-08-24
27.0,2018-01-19/2018-02-15
21.0,2018-03-06/2018-03-27
33.0,2018-04-05/2018-05-08
94.0,2018-05-08/2018-08-10
68.0,2018-08-10/2018-10-17
124.0,2018-11-30/2019-04-03
