"[60.0, '2011-04-05/2011-06-04']","['sot', 60, '2011-04-05/2011-06-04']"
"[58.0, '2011-07-18/2011-09-14']","['sot', 58, '2011-07-18/2011-09-14']"
"[1082.0, '2011-12-03/2014-11-19']","['sot', 774, '2011-12-03/2014-01-15']","['h', 166, '2014-02-28/2014-06-30']","['sot', 51, '2014-06-30/2014-08-20']","['h', 91, '2014-10-03/2014-11-19']"
"[1504, '2014-11-19/2019-01-01']","['sot', 551, '2014-11-19/2016-05-23']","['d', 395, '2016-08-15/2017-06-22']","['sot', 261, '2017-06-22/2018-03-10']","['h', 297, '2018-06-02/2019-01-01']"
