"[87.0, '2010-12-29/2011-03-26']","['sot', 87, '2010-12-29/2011-03-26']"
"[49.0, '2011-06-27/2011-08-15']","['sot', 49, '2011-06-27/2011-08-15']"
"[51.0, '2011-08-23/2011-10-13']","['sot', 51, '2011-08-23/2011-10-13']"
"[37.0, '2011-10-25/2011-12-01']","['h', 33, '2011-10-25/2011-11-27']"
"[47.0, '2012-01-27/2012-03-14']","['sot', 47, '2012-01-27/2012-03-14']"
"[140.0, '2012-03-20/2012-08-07']","['sot', 140, '2012-03-20/2012-08-07']"
"[91.0, '2013-07-28/2013-10-27']","['sot', 91, '2013-07-28/2013-10-27']"
"[77.0, '2014-04-08/2014-06-24']","['sot', 77, '2014-04-08/2014-06-24']"
"[75.0, '2014-08-29/2014-11-12']","['sot', 75, '2014-08-29/2014-11-12']"
"[48.0, '2015-01-13/2015-03-02']","['sot', 48, '2015-01-13/2015-03-02']"
"[109.0, '2015-08-19/2015-12-06']","['sot', 109, '2015-08-19/2015-12-06']"
"[37.0, '2015-04-06/2015-05-13']","['sot', 37, '2015-04-06/2015-05-13']"
"[43.0, '2015-05-13/2015-06-25']","['sot', 43, '2015-05-13/2015-06-25']"
"[30.0, '2015-07-08/2015-08-07']","['sot', 30, '2015-07-08/2015-08-07']"
"[80.0, '2016-03-02/2016-05-21']","['sot', 80, '2016-03-02/2016-05-21']"
"[51.0, '2016-06-08/2016-07-29']","['sot', 51, '2016-06-08/2016-07-29']"
"[101.0, '2016-08-22/2016-12-01']","['sot', 101, '2016-08-22/2016-12-01']"
"[29.0, '2016-12-12/2017-01-10']","['sot', 29, '2016-12-12/2017-01-10']"
"[123.0, '2017-09-11/2018-01-12']","['sot', 123, '2017-09-11/2018-01-12']"
"[112.0, '2018-02-15/2018-06-07']","['sot', 112, '2018-02-15/2018-06-07']"
