"[583.0, '2012-10-23/2014-05-29']","['sot', 74, '2012-10-23/2013-01-05']","['h', 350, '2013-02-10/2013-12-21']","['sot', 159, '2013-12-21/2014-05-29']"
"[33.0, '2014-07-10/2014-08-12']","['sot', 33, '2014-07-10/2014-08-12']"
"[17.0, '2014-11-28/2014-12-15']","['sot', 17, '2014-11-28/2014-12-15']"
"[16.0, '2014-12-21/2015-01-06']","['sot', 16, '2014-12-21/2015-01-06']"
"[14.0, '2015-04-01/2015-04-15']","['sot', 14, '2015-04-01/2015-04-15']"
"[29.0, '2015-06-12/2015-07-11']","['sot', 29, '2015-06-12/2015-07-11']"
"[22.0, '2015-07-19/2015-08-10']","['sot', 22, '2015-07-19/2015-08-10']"
"[31.0, '2015-08-23/2015-09-23']","['sot', 31, '2015-08-23/2015-09-23']"
"[996, '2016-04-10/2019-01-01']","['h', 147, '2016-04-10/2016-09-04']","['sot', 849, '2016-09-04/2019-01-01']"
