"[295.0, '2011-06-07/2012-03-28']","['sot', 295, '2011-06-07/2012-03-28']"
"[1608, '2014-08-07/2019-01-01']","['sot', 445, '2014-08-07/2015-10-26']","['d', 1163, '2016-09-19/2019-01-01']"
