"[76.0, '2011-12-01/2012-02-15']","['h', 31, '2011-12-01/2012-01-01']","['sot', 45, '2012-01-01/2012-02-15']"
"[43.0, '2012-02-28/2012-04-11']","['sot', 43, '2012-02-28/2012-04-11']"
"[2421, '2012-05-16/2019-01-01']","['sot', 79, '2012-05-16/2012-08-03']","['d', 2342, '2012-08-24/2019-01-01']"
