koppor,14,2,10,9,17,15,2,2,8,5,4,2,19,10,6,12,7,2,2,39,4,22,15,8,5,3,9,8,2,19,36,6,23,2,21,4,68,286,12,41,14,10,353,1178,0.053480475382003394
mlep,11,3,3,49,2,5,4,7,4,100,5,16,4,28,15,2,3,3,50,259,107,691,0.04630969609261939
stefan-kolb,1080,1081,0.0018501387604070306
chochreiner,2,3,0.6666666666666666
oscargus,1,1.0
boceckts,3,4,0.5
simonharrer,1,1.0
matthiasgeiger,6,37,4,20,17,8,7,5,23,48,177,0.06779661016949153
tobiasdiez,306,148,495,7,23,980,0.006122448979591836
mairdl,1,1.0
Siedlerchr,15,14,2,7,172,15,148,12,220,264,871,0.013777267508610792
LinusDietz,119,109,265,494,0.008097165991902834
