bensperry,24,25,189,170,30,1076,1522,0.009198423127463863
adamdbradley,15,7,7,42,112,10,220,42,361,703,3,35,23,8,4,35,37,5,5,24,6,6,108,229,14,2067,0.014997581035316884
mlynch,5,4,5,9,26,0.2692307692307692
ianstormtaylor,1,1.0
killercup,1,1.0
yuanyan,1,1.0
PatrickJS,1,1.0
2metres,1,1.0
lancehudson,1,1.0
rionmonster,1,1.0
ReadmeCritic,1,1.0
camwiegert,110,217,328,0.009146341463414634
brandyscarney,34,333,2,3,79,29,484,0.02066115702479339
kevinports,4,2,4,150,113,275,0.025454545454545455
manucorporat,24,6,6,24,6,4,20,4,29,19,32,11,16,4,36,136,12,395,0.05822784810126582
perrygovier,114,2,133,21,271,0.01845018450184502
Thatkookooguy,1,1.0
pwespi,216,217,0.009216589861751152
whykatherine,1,1.0
sdaniel55,1,1.0
