durations;datelimits
40;2019-04-10/2019-05-20
28;2018-12-17/2019-01-14
20;2018-05-31/2018-06-20
14;2017-12-22/2018-01-05
48;2017-03-16/2017-05-03
131;2016-10-05/2017-02-13
146;2016-04-15/2016-09-08
174;2015-10-20/2016-04-11
