durations;datelimits
468;2018-03-09/2019-06-20
504;2016-10-21/2018-03-09
107;2016-07-06/2016-10-21
86;2016-03-31/2016-06-25
58;2015-03-23/2015-05-20
73;2015-06-09/2015-08-21
126;2014-11-04/2015-03-10
125;2014-06-06/2014-10-09
