durations;datelimits
4;2019-02-01/2019-02-05
4;2019-01-04/2019-01-08
4;2018-12-28/2019-01-01
6;2018-12-21/2018-12-27
3;2018-12-07/2018-12-10
3;2018-11-21/2018-11-24
4;2018-11-15/2018-11-19
3;2018-10-17/2018-10-20
3;2018-08-30/2018-09-02
4;2018-10-11/2018-10-15
5;2018-08-10/2018-08-15
9;2018-03-12/2018-03-21
6;2018-02-12/2018-02-18
3;2018-01-15/2018-01-18
3;2017-11-19/2017-11-22
3;2017-11-16/2017-11-19
3;2017-10-09/2017-10-12
4;2017-11-23/2017-11-27
4;2017-06-06/2017-06-10
4;2017-05-06/2017-05-10
13;2016-10-13/2016-10-26
8;2016-05-02/2016-05-10
16;2016-05-11/2016-05-27
8;2016-04-06/2016-04-14
17;2016-03-12/2016-03-29
9;2015-10-27/2015-11-05
10;2015-11-30/2015-12-10
18;2015-09-20/2015-10-08
39;2015-08-03/2015-09-11
39;2015-06-25/2015-08-03
59;2015-03-04/2015-05-02
68;2014-09-02/2014-11-09
277;2013-11-29/2014-09-02
