durations;datelimits
19;2019-02-14/2019-03-05
13;2018-09-13/2018-09-26
12;2018-05-11/2018-05-23
12;2018-04-12/2018-04-24
13;2018-02-22/2018-03-07
11;2018-01-18/2018-01-29
11;2017-11-14/2017-11-25
13;2017-12-22/2018-01-04
17;2017-08-04/2017-08-21
19;2017-08-30/2017-09-18
17;2017-06-05/2017-06-22
14;2017-04-28/2017-05-12
28;2017-03-31/2017-04-28
10;2017-03-17/2017-03-27
10;2016-11-23/2016-12-03
17;2016-12-27/2017-01-13
20;2016-05-14/2016-06-03
18;2016-03-18/2016-04-05
32;2015-07-07/2015-08-08
22;2015-01-10/2015-02-01
31;2014-09-03/2014-10-04
15;2014-05-17/2014-06-01
17;2014-04-07/2014-04-24
