durations,datelimits
51.0,2015-08-03/2015-09-23
25.0,2016-01-10/2016-02-04
31.0,2015-10-03/2015-11-03
54.0,2016-03-15/2016-05-08
26.0,2016-10-27/2016-11-22
66.0,2016-05-08/2016-07-13
67.0,2017-02-20/2017-04-28
228.0,2017-04-28/2017-12-12
250.0,2018-01-15/2018-09-22
