durations,datelimits
20.0,2011-06-27/2011-07-17
26.0,2011-11-14/2011-12-10
23.0,2011-12-21/2012-01-13
31.0,2012-02-01/2012-03-03
27.0,2012-06-02/2012-06-29
20.0,2012-05-13/2012-06-02
16.0,2012-07-22/2012-08-07
13.0,2012-10-11/2012-10-24
9.0,2012-11-03/2012-11-12
23.0,2012-11-15/2012-12-08
12.0,2012-12-08/2012-12-20
8.0,2013-03-05/2013-03-13
10.0,2013-04-02/2013-04-12
10.0,2013-05-02/2013-05-12
14.0,2013-10-02/2013-10-16
10.0,2014-01-10/2014-01-20
15.0,2014-06-13/2014-06-28
20.0,2014-09-23/2014-10-13
18.0,2015-01-28/2015-02-15
40.0,2015-05-05/2015-06-14
72.0,2015-10-06/2015-12-17
72.0,2016-01-31/2016-04-12
39.0,2015-08-28/2015-10-06
27.0,2016-09-11/2016-10-08
12.0,2016-11-04/2016-11-16
43.0,2017-03-13/2017-04-25
27.0,2017-08-02/2017-08-29
21.0,2017-06-26/2017-07-17
23.0,2017-09-09/2017-10-02
78.0,2018-05-27/2018-08-13
47.0,2018-08-16/2018-10-02
32.0,2018-10-05/2018-11-06
56.0,2018-11-10/2019-01-05
