grantr,2015-04-30/2015-08-20,2015-08-20/2015-09-11,2015-09-11/2015-10-06,2015-10-06/2015-10-26,2015-10-26/2015-11-10,2015-11-10/2015-12-04,2015-12-04/2015-12-07
chrismwendt,2015-10-12/2015-11-10,2015-11-12/2015-11-14,2015-11-14/2015-11-17,2015-11-17/2015-12-01,2015-12-02/2015-12-04,2015-12-04/2015-12-07
