sha,author_id,date
f8861b8f192935ab13c8d3309ef21fbfcc54a5cb,smashwilson,2018-05-18 17:13:38
e6a9d4410465a077def60558d623fef8c99b19b6,smashwilson,2018-05-18 17:16:59
58e40ed0621f49fd0bc06b58fdf3fbc6435cef18,smashwilson,2018-05-18 17:26:33
d6a2c86829612ba5e5faa2c3050671297eb8533d,smashwilson,2018-05-18 17:27:59
600c866c7a702031e0c9367ae607a670c0205b88,smashwilson,2018-05-18 17:29:20
651c3f8ee92f220eeedddf5039aae867b76cc4f6,smashwilson,2018-05-18 17:44:04
443439e8f7cd047ac78dee2fbd320d80d611674a,kuychaco,2018-05-19 00:11:21
41f6aa8efd07d246ab7c7cd6f236575aec1b80e1,jasonrudolph,2018-05-24 16:05:30
82d3f75e7e57168fef7e05fa8ff3e789a1ed8557,jasonrudolph,2018-05-24 16:06:43
962536b859bf865a49cf927615dbc77eef3f7ab8,shana,2018-08-23 15:58:27
a21ec115bbbb3a59aac5db1cb9fbe40a69a07103,shana,2018-08-23 16:18:11
6dfe2c53ead25f2cb0d9e92a68c709b07b4c288a,shana,2018-08-23 19:57:18
1014e4450f742b0712b782699c2862b5d4f1050b,shana,2018-09-10 12:42:39
501c9ffcb8c338fb07a4cd014d52ff29e2310d95,shana,2018-09-10 14:07:15
8f6ef97f96cbe2a617bb4c02541b9a931c98a58b,rafeca,2019-03-25 16:54:28
eea991967cf2e7b6bc3f38cdc67c8b6b7a506bdb,rafeca,2019-03-25 17:03:23
2329a30b564ed5f22dc8aa8bc82c5658394c4c8f,rafeca,2019-03-25 21:22:04
9454561c91bd9d060d3e628da27f56398960a672,rafeca,2019-03-25 21:31:46
a78a1ddbcd75737f70080c91b5ce35b8e3bc1826,rafeca,2019-03-25 21:56:08
ff2a46e95c05ea2e34cd37140c20664e509bdbd5,rafeca,2019-05-29 11:05:56
f045be2635d4887f625bab602f4f1dec863c9807,rafeca,2019-05-29 10:25:19
dc0abd47c83df448703e78b31433321e4a33f0cf,rafeca,2019-05-29 11:08:54
be046d49e6c3327e1e64268b61a1ee5be20be55c,rafeca,2019-05-29 11:18:14
265a76417a7fff6b22b02474377b8f0a02f74bb6,rafeca,2019-05-29 11:41:23
681ed9b9e09d15f6d3e289dceed7abbe59fb420d,rafeca,2019-05-29 12:40:12
798a378646a520963087136a8cfb135188d83142,rafeca,2019-05-29 15:31:00
9a948ead0e7e711d57b40132dd9e40c749483a51,rafeca,2019-05-29 15:51:36
06d5d7a4163e19a1925ed3dbde3813bdffc04d3b,rafeca,2019-05-29 18:09:28
7a15ebfb3d683540cc0a2940497389d1a8d8d7e4,rafeca,2019-05-29 18:14:27
5ca5a061429fb8d4e44825c70e52df1a681b51da,rafeca,2019-05-29 21:20:50
1ba00c7148dd28d8c6890f6170ecc7abdceb7109,rafeca,2019-05-29 22:45:49
8cb8990fcec224d632b9d3f2e649ec793ed6e186,rafeca,2019-05-29 20:59:56
4ef74f5d248371c2a9cc66b77f9eee2342fcdfd8,rafeca,2019-05-29 22:49:42
da18014684f24a6d35746cfedc3cb08c7a89d16a,rafeca,2019-05-30 08:04:18
1b7ea43bcaee8419dde7425e500cda2e65b50142,rafeca,2019-05-30 10:29:12
eadea5f94822b8b8d484e8c9ea79760c81929777,rafeca,2019-05-30 10:30:01
25479465e7712c686253c728b2aed1e4dabc0c55,rafeca,2019-05-30 10:32:48
915e0a9bf2de2dba8f20636876b96bf59ed42eee,rafeca,2019-05-30 17:20:18
7b8ce59b8743de47d9890329a35a6c0d1c04ecad,rafeca,2019-06-03 11:07:34
d2caab20b4ddcc2a737fb39ac6bd6a2068892173,rafeca,2019-06-03 11:11:09
8a26a73349856c643594f2977d5dda8c484b6f17,rafeca,2019-06-03 11:52:38
bce8f848dce4a0aa14cbd6d978ee4effeb63ba70,rafeca,2019-06-03 11:54:34
4101342995a183d322717c4cd18333682778931d,rafeca,2019-06-03 16:00:45
83bab62ed836777d17271b1a2d8d7846dee87829,rafeca,2019-06-03 16:23:50
dff7167d23bd59bea996f8bc519fb170c38c66e1,rafeca,2019-06-03 16:25:11
e88b14ac2337e72437782b45de323b9f9096cc09,rafeca,2019-06-04 14:09:12
1bc17a64e64aaa862b652498930b3334d0ad261e,rafeca,2019-06-04 14:10:25
3f83193c38a822fdc51d24ac3bfcf82774d1c4cf,rafeca,2019-06-06 12:42:24
e21406d3dadc9e68881e0faaac6852c7f27232d1,rafeca,2019-06-06 13:21:10
ae5059d403ad717d910fbb8cc0c6a9740254945a,rafeca,2019-06-07 09:54:11
9a06c53d64da088680166cbee5dd5dfccf2a2f77,rafeca,2019-06-07 09:56:37
