durations;datelimits
150;2018-12-07/2019-05-06
43;2018-10-25/2018-12-07
37;2018-09-18/2018-10-25
44;2018-08-05/2018-09-18
17;2018-07-13/2018-07-30
50;2018-05-24/2018-07-13
9;2018-03-31/2018-04-09
18;2016-07-22/2016-08-09
34;2016-06-18/2016-07-22
192;2015-09-18/2016-03-28
