durations;datelimits
191;2018-12-11/2019-06-20
106;2018-04-15/2018-07-30
83;2018-01-01/2018-03-25
50;2017-09-28/2017-11-17
127;2017-05-24/2017-09-28
55;2017-01-23/2017-03-19
65;2016-08-26/2016-10-30
21;2016-01-20/2016-02-10
33;2015-12-18/2016-01-20
17;2015-08-14/2015-08-31
35;2015-07-10/2015-08-14
19;2015-06-18/2015-07-07
20;2015-05-29/2015-06-18
13;2015-04-29/2015-05-12
9;2015-02-10/2015-02-19
10;2015-01-09/2015-01-19
23;2014-12-03/2014-12-26
35;2014-07-11/2014-08-15
58;2014-10-05/2014-12-02
48;2014-08-15/2014-10-02
59;2013-12-08/2014-02-05
74;2014-04-11/2014-06-24
116;2013-05-22/2013-09-15
