durations,datelimits
39.0,2018-03-11/2018-04-19
36.0,2017-04-11/2017-05-17
36.0,2017-07-04/2017-08-09
15.0,2015-04-13/2015-04-28
30.0,2016-05-20/2016-06-08
36.0,2015-03-04/2015-04-09
85.0,2015-04-28/2015-07-22
42.0,2014-03-16/2014-04-09
50.0,2014-11-19/2015-01-08
42.0,2019-04-07/2019-04-30
