dwieeb,2,2,2,2,2,5,5,2,62,27,8,16,4,7,8,4,10,28,62,10,12,6,3,2,5,310,0.12580645161290321
tlancina,3,2,3,71,5,5,3,3,4,72,77,35,6,10,2,309,0.0744336569579288
dependabot[bot],13,14,0.14285714285714285
Ionitron,5,2,3,7,20,0.35
dependabot-preview[bot],17,19,0.15789473684210525
mhartington,1,1.0
ludufre,1,1.0
