durations,datelimits
82.0,2018-06-21/2018-09-11
18.0,2018-11-29/2018-12-17
18.0,2018-12-20/2019-01-07
8.0,2018-11-21/2018-11-29
7.0,2019-04-15/2019-04-22
13.0,2019-05-17/2019-05-30
