durations,datelimits
76.0,2017-02-09/2017-04-26
38.0,2017-07-22/2017-08-29
142.0,2018-01-07/2018-05-29
42.0,2018-06-16/2018-07-28
60.0,2018-11-07/2019-01-06
34.0,2019-01-19/2019-02-22
46.0,2019-02-22/2019-04-09
