"[822, '2014-06-06/2016-09-05']","['sot', 822, '2014-06-06/2016-09-05']"
"[1013, '2016-09-09/2019-06-19']","['h', 327, '2016-09-09/2017-08-02']","['sot', 686, '2017-08-02/2019-06-19']"
