josh,3,2,7,5,10,18,2,12,13,9,17,6,5,10,2,24,106,43,33,334,0.07784431137724551
koddsson,5,19,2,76,6,221,7,24,21,6,3,38,5,2,442,0.04751131221719457
caged,43,44,0.045454545454545456
