"[12, '2018-09-14/2018-09-26']","['sot', 12, '2018-09-14/2018-09-26']"
"[19, '2018-11-21/2018-12-10']","['sot', 19, '2018-11-21/2018-12-10']"
"[15, '2018-12-19/2019-01-03']","['sot', 15, '2018-12-19/2019-01-03']"
"[9, '2019-04-30/2019-05-09']","['sot', 9, '2019-04-30/2019-05-09']"
