"[277, '2017-01-06/2017-10-10']","['h', 276, '2017-01-06/2017-10-09']"
"[14, '2017-11-30/2017-12-14']","['sot', 14, '2017-11-30/2017-12-14']"
"[13, '2017-12-22/2018-01-04']","['sot', 13, '2017-12-22/2018-01-04']"
"[98, '2018-02-28/2018-06-06']","['sot', 98, '2018-02-28/2018-06-06']"
"[22, '2018-09-21/2018-10-13']","['sot', 22, '2018-09-21/2018-10-13']"
"[15, '2018-09-06/2018-09-21']","['sot', 15, '2018-09-06/2018-09-21']"
"[43, '2019-04-02/2019-05-15']","['sot', 43, '2019-04-02/2019-05-15']"
