durations,datelimits
109.0,2017-02-06/2017-05-26
42.0,2017-12-07/2018-01-18
35.0,2017-09-12/2017-10-17
33.0,2017-10-26/2017-11-28
22.0,2018-05-08/2018-05-30
23.0,2018-06-26/2018-07-19
22.0,2018-08-06/2018-08-28
12.0,2018-10-03/2018-10-15
13.0,2018-11-07/2018-11-20
11.0,2018-12-06/2018-12-17
17.0,2019-03-08/2019-03-25
43.0,2019-05-08/2019-06-20
