durations,datelimits
20.0,2017-12-01/2017-12-21
10.0,2018-01-26/2018-02-05
13.0,2018-05-03/2018-05-16
23.0,2018-07-16/2018-08-08
32.0,2018-11-25/2018-12-27
34.0,2019-02-15/2019-03-21
