durations,datelimits
14.0,2017-11-30/2017-12-14
13.0,2017-12-22/2018-01-04
98.0,2018-02-28/2018-06-06
22.0,2018-09-21/2018-10-13
15.0,2018-09-06/2018-09-21
43.0,2019-04-02/2019-05-15
