durations;datelimits
49;2018-08-16/2018-10-04
81;2018-05-24/2018-08-13
30;2018-04-22/2018-05-22
31;2018-02-24/2018-03-27
51;2017-03-13/2017-05-03
20;2017-02-21/2017-03-13
29;2017-01-22/2017-02-20
29;2016-12-11/2017-01-09
12;2016-11-04/2016-11-16
18;2016-06-20/2016-07-08
32;2016-09-11/2016-10-13
45;2016-05-06/2016-06-20
84;2016-01-31/2016-04-24
111;2015-08-28/2015-12-17
36;2015-07-11/2015-08-16
61;2015-04-14/2015-06-14
33;2014-09-10/2014-10-13
13;2014-03-04/2014-03-17
10;2014-01-10/2014-01-20
18;2013-05-15/2013-06-02
11;2013-05-01/2013-05-12
13;2013-03-30/2013-04-12
14;2013-03-05/2013-03-19
9;2012-11-03/2012-11-12
38;2012-11-12/2012-12-20
15;2012-10-09/2012-10-24
20;2012-07-22/2012-08-11
31;2012-03-29/2012-04-29
61;2012-04-29/2012-06-29
31;2012-02-01/2012-03-03
26;2011-11-14/2011-12-10
20;2011-06-27/2011-07-17
