durations;datelimits
17;2018-11-16/2018-12-03
11;2018-09-30/2018-10-11
10;2018-08-05/2018-08-15
25;2018-06-18/2018-07-13
27;2017-06-02/2017-06-29
54;2017-04-09/2017-06-02
33;2017-03-07/2017-04-09
20;2017-02-11/2017-03-03
20;2016-11-13/2016-12-03
11;2016-09-30/2016-10-11
9;2016-09-07/2016-09-16
7;2016-06-30/2016-07-07
22;2016-02-24/2016-03-17
8;2015-12-30/2016-01-07
11;2015-07-19/2015-07-30
8;2015-04-29/2015-05-07
35;2015-05-21/2015-06-25
18;2014-08-13/2014-08-31
16;2014-06-13/2014-06-29
39;2013-11-16/2013-12-25
