durations;datelimits
199;2018-12-03/2019-06-20
88;2018-05-25/2018-08-21
23;2018-04-28/2018-05-21
9;2018-04-19/2018-04-28
10;2018-04-06/2018-04-16
9;2017-12-19/2017-12-28
7;2017-11-09/2017-11-16
7;2017-06-28/2017-07-05
8;2017-07-24/2017-08-01
12;2017-02-08/2017-02-20
12;2017-01-24/2017-02-05
7;2016-09-09/2016-09-16
7;2016-08-30/2016-09-06
12;2016-03-11/2016-03-23
386;2015-01-18/2016-02-08
