"[17, '2017-02-28/2017-03-17']","['sot', 17, '2017-02-28/2017-03-17']"
"[15, '2017-01-25/2017-02-09']","['sot', 15, '2017-01-25/2017-02-09']"
"[28, '2017-12-05/2018-01-02']","['sot', 28, '2017-12-05/2018-01-02']"
"[15, '2018-02-23/2018-03-10']","['sot', 15, '2018-02-23/2018-03-10']"
"[13, '2018-05-29/2018-06-11']","['sot', 13, '2018-05-29/2018-06-11']"
"[19, '2018-10-03/2018-10-22']","['sot', 19, '2018-10-03/2018-10-22']"
"[19, '2018-12-14/2019-01-02']","['sot', 19, '2018-12-14/2019-01-02']"
"[11, '2019-01-26/2019-02-06']","['sot', 11, '2019-01-26/2019-02-06']"
"[16, '2019-03-05/2019-03-21']","['sot', 16, '2019-03-05/2019-03-21']"
"[24, '2019-04-05/2019-04-29']","['sot', 24, '2019-04-05/2019-04-29']"
