durations,datelimits
9,2015-09-08/2015-09-17
26,2015-06-25/2015-07-21
43.0,2018-12-03/2018-12-27
48.0,2018-07-18/2018-08-16
55.0,2018-02-01/2018-03-09
120.0,2017-07-03/2017-10-12
