durations;datelimits
738;2017-06-08/2019-06-16
190;2016-11-28/2017-06-06
80;2016-05-25/2016-08-13
98;2015-11-28/2016-03-05
120;2015-07-31/2015-11-28
211;2014-10-21/2015-05-20
199;2014-04-05/2014-10-21
