durations;datelimits
1694;2014-10-30/2019-06-20
78;2014-08-13/2014-10-30
147;2014-03-14/2014-08-08
26;2014-02-13/2014-03-11
50;2013-12-25/2014-02-13
22;2013-11-11/2013-12-03
69;2013-09-03/2013-11-11
24;2010-08-11/2010-09-04
97;2013-03-12/2013-06-17
298;2012-05-18/2013-03-12
622;2010-09-04/2012-05-18
