durations;datelimits
55;2019-03-23/2019-05-17
155;2018-10-19/2019-03-23
32;2018-06-19/2018-07-21
30;2018-03-25/2018-04-24
56;2018-04-24/2018-06-19
30;2018-02-07/2018-03-09
28;2017-08-31/2017-09-28
40;2017-12-08/2018-01-17
43;2017-09-28/2017-11-10
33;2017-04-24/2017-05-27
31;2017-03-19/2017-04-19
29;2017-01-25/2017-02-23
13;2016-07-07/2016-07-20
48;2016-10-21/2016-12-08
17;2016-03-18/2016-04-04
21;2015-06-01/2015-06-22
17;2015-05-03/2015-05-20
27;2015-06-22/2015-07-19
28;2014-08-26/2014-09-23
22;2014-07-11/2014-08-02
67;2013-08-25/2013-10-31
59;2013-03-18/2013-05-16
59;2013-01-18/2013-03-18
94;2011-12-17/2012-03-20
239;2011-04-22/2011-12-17
